"age" "gender" "education" "R1" "R2" "R3" "R4" "R5" "R6" "R7" "R8" "R9" "R10" "R11" "R12" "R13" "R14" "R15" "R16" "R17" "R18" "R19" "R20" "R21" "R22" "R23" "R24" "R25" "R26" "R27" "R28" "R29"
"407" 0 0 0 2 1 1 1 1 2 2 1 1 1 2 2 1 1 1 2 1 1 1 1 4 2 2 1 2 2 1 2 1
"408" 1 0 1 1 2 2 2 1 3 2 3 1 1 2 1 2 1 1 2 1 1 1 1 1 3 2 2 1 1 1 2 1
"409" 0 1 0 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 2 1 1 1 2 1 2 1 2 2 3 1 3 1
"410" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1
"411" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"412" 0 1 0 2 2 2 4 4 2 3 3 2 3 4 4 1 3 3 3 2 4 2 4 2 3 4 3 3 3 3 3 3
"413" 1 1 1 2 1 1 1 1 2 1 2 1 1 2 3 1 2 1 2 1 2 2 1 3 2 2 2 4 2 2 2 1
"414" 1 1 0 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1
"415" 0 1 0 4 5 3 4 1 4 4 3 5 5 4 4 5 3 5 5 5 5 3 4 2 4 4 5 3 3 4 4 5
"416" 0 1 1 2 2 2 2 2 2 3 1 3 2 2 3 2 3 1 3 1 3 2 1 2 2 4 2 3 3 3 3 2
"417" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
"418" 0 1 0 1 2 1 3 2 1 3 1 1 2 4 4 1 4 1 3 2 1 1 1 3 2 4 1 2 2 3 2 1
"419" 1 1 0 1 1 1 2 1 2 2 1 2 1 2 3 2 2 2 2 1 2 1 1 4 3 3 3 3 2 2 2 2
"420" 0 1 0 1 3 2 3 3 3 3 2 1 3 2 3 1 3 1 3 2 2 3 1 1 3 3 1 5 4 2 3 3
"421" 0 1 0 3 3 3 4 1 2 2 3 1 3 5 3 1 4 5 3 2 2 2 3 1 3 2 3 2 4 3 2 2
"422" 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 3 3 2 1 1
"423" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1
"424" 0 0 0 1 1 1 2 3 4 2 1 3 1 1 2 1 4 1 3 1 1 2 1 1 2 1 1 2 3 2 1 1
"425" 0 1 0 2 2 1 2 1 1 3 2 2 1 3 2 4 2 3 4 1 2 2 3 1 3 3 3 4 3 3 2 1
"426" 0 1 0 1 1 1 2 1 1 2 1 1 1 2 3 4 1 1 1 1 2 1 1 1 2 2 1 2 1 1 1 1
"427" 0 1 0 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 1 2 1 1 1 2 2 2 1
"428" 0 0 1 3 2 3 5 2 2 5 3 5 3 5 5 5 3 5 5 1 5 4 4 3 5 4 5 1 4 5 5 4
"429" 0 0 0 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 2 2 1 2 1 1 1
"430" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1
"431" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
"432" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1
"433" 0 0 0 1 1 1 4 1 1 3 1 1 1 1 3 1 1 1 4 1 1 3 2 1 1 3 2 1 2 3 3 1
"434" 1 1 0 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 3 2 1 2 1
"435" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1
"436" 0 1 0 1 2 2 3 2 1 2 2 3 2 2 2 1 1 2 2 1 3 1 2 2 3 3 2 2 2 2 3 1
"437" 1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 1 1 4 1 1 2 2 1 1 1 1 1 2 2
"438" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1
"439" 0 0 1 1 3 1 2 1 2 3 3 2 2 2 2 2 1 2 2 2 1 2 1 2 2 2 2 3 3 2 2 2
"440" 0 1 0 2 3 1 4 1 1 4 4 3 1 2 3 2 3 2 3 1 1 3 3 2 4 3 4 4 3 3 3 2
"441" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 3 3 1 2 2
"442" 0 1 0 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 2 2 1 1 2 1
"443" 0 1 0 2 1 1 2 1 2 2 1 1 1 2 2 1 2 1 2 1 1 1 2 1 2 2 2 3 2 1 2 1
"444" 1 1 0 1 1 1 1 1 1 1 1 3 1 1 1 4 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
"445" 0 1 0 1 3 1 1 1 5 3 1 1 1 1 2 1 1 1 5 1 2 1 5 3 1 1 5 1 3 1 3 1
"446" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1
"447" 0 1 1 3 3 2 3 3 3 3 2 1 3 2 2 3 2 2 4 3 3 2 3 2 3 2 3 3 3 3 4 3
"448" 1 1 0 1 1 1 3 3 1 2 1 1 1 3 1 1 1 1 1 1 3 1 1 3 1 1 1 1 1 1 1 1
"449" 0 1 1 1 1 1 3 2 1 2 1 3 1 1 2 2 2 1 2 1 2 1 2 1 1 2 1 2 2 1 1 3
"450" 0 1 1 3 2 3 3 3 3 4 2 4 2 2 3 3 3 2 3 2 4 3 2 2 3 4 2 4 3 3 3 3
"451" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 2 1 1 2 1
"452" 0 1 0 2 1 1 1 1 1 1 1 1 1 5 3 3 3 1 2 1 2 1 2 2 2 2 2 3 3 1 2 1
"453" 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 3 1 1 1 2 1 1 2 1 4 1 1 1 1 3 1
"454" 0 1 0 2 2 1 2 1 2 3 2 2 3 4 3 1 3 2 2 1 3 2 2 1 2 3 2 4 4 2 2 2
"455" 0 0 1 1 1 2 4 3 3 3 3 5 2 2 4 3 3 4 3 1 3 4 3 3 2 4 3 5 3 3 3 3
"456" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"457" 0 1 0 2 4 2 2 2 3 4 1 3 3 3 2 2 3 2 4 3 4 2 3 3 3 3 3 3 3 3 4 2
"458" 0 1 1 2 3 1 2 3 1 3 2 2 1 3 2 2 2 1 3 1 3 2 3 1 2 5 2 3 3 3 2 2
"459" 0 0 1 1 1 1 1 1 1 1 1 2 1 1 1 4 1 1 2 1 1 1 1 3 1 1 1 1 1 2 3 1
"460" 0 0 0 2 1 2 2 2 1 2 2 2 2 1 1 2 2 2 2 2 1 2 2 1 2 2 2 3 2 3 1 2
"461" 0 0 0 3 4 3 4 3 4 3 2 3 3 3 3 4 2 3 4 2 3 3 3 3 4 3 3 3 4 4 4 4
"462" 1 1 1 3 3 1 3 1 3 3 2 4 2 2 3 2 3 3 3 2 4 2 3 1 3 3 3 2 3 3 3 2
"463" 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1
"464" 0 0 0 1 1 1 3 3 1 1 3 1 2 3 2 1 1 1 3 1 1 2 1 2 1 1 4 4 4 1 3 2
"465" 0 0 1 2 2 2 2 1 2 3 1 2 1 2 2 1 1 2 2 1 4 1 2 2 3 4 1 3 3 4 3 3
"466" 0 0 0 2 3 3 3 3 3 2 3 2 3 2 2 3 3 3 3 3 2 2 3 2 3 2 2 3 3 3 3 3
"467" 0 0 0 1 1 1 2 2 1 3 2 4 1 1 4 1 4 1 3 1 2 4 1 3 2 3 3 2 3 3 4 3
"468" 0 0 0 1 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 4 3 1 1 1
"469" 0 0 1 1 1 1 2 1 1 3 3 3 2 2 2 4 4 1 2 1 2 1 1 2 3 2 2 4 4 3 4 2
"470" 0 0 0 2 1 1 2 1 1 2 2 1 1 2 3 3 2 2 2 1 3 1 3 2 1 1 1 1 2 1 2 1
"471" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1
"472" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"473" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"474" 0 0 0 3 2 1 3 1 2 3 1 4 1 4 3 3 1 3 1 2 2 1 1 3 3 3 2 3 3 4 4 3
"475" 0 0 0 3 2 3 3 1 1 2 3 1 1 1 3 2 1 1 3 1 2 2 1 1 3 1 1 1 1 3 1 1
"476" 0 1 0 1 1 2 4 3 3 3 1 1 3 1 1 5 3 3 3 1 3 1 1 3 3 2 3 1 1 4 3 3
"477" 0 1 0 1 1 1 1 1 1 1 2 1 1 1 4 1 3 1 1 1 2 1 1 1 1 1 1 3 1 1 3 1
"478" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"479" 0 1 0 1 2 1 3 1 1 2 1 1 1 1 3 2 4 1 3 1 2 2 3 2 3 3 1 3 4 3 4 2
"480" 1 0 0 1 2 3 3 2 1 2 3 3 1 2 2 2 3 1 2 1 2 1 1 1 3 2 2 3 3 2 3 2
"481" 0 1 1 4 4 4 4 3 3 4 2 2 3 4 4 3 2 4 4 3 5 2 4 1 4 4 4 4 4 4 4 3
"482" 1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 2 1 1 1 1 1 1 1 2 2 1 3 2 1 2 1
"483" 0 1 0 1 2 1 2 1 2 3 1 1 1 1 1 1 2 1 3 1 2 1 1 1 3 3 3 2 1 3 3 1
"484" 0 1 0 1 2 1 3 1 1 4 1 1 2 2 2 4 2 2 4 1 4 1 3 2 3 3 2 2 3 1 3 4
"485" 0 1 0 2 2 3 3 3 3 4 3 2 3 2 3 4 2 2 4 1 3 3 3 1 2 3 3 2 4 3 3 2
"486" 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"487" 0 1 0 2 1 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 3 1 2 1 2 2 1 1 2 1 1 1
"488" 0 0 0 1 1 1 1 1 3 2 1 1 1 2 3 1 3 1 2 1 1 1 2 2 2 2 1 5 4 1 3 1
"489" 0 1 0 1 1 1 2 1 1 3 2 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 3 5 3 1 1 2
"490" 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"491" 0 1 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 2 1 1
"492" 0 0 0 2 2 2 1 3 2 2 2 1 3 2 3 2 2 1 3 1 3 1 3 1 2 3 1 4 2 3 4 2
"493" 0 0 0 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 1 1 1 1 1 1
"494" 1 0 0 1 1 1 1 1 2 1 4 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 4 3 2 1 1
"495" 0 1 1 2 3 3 3 2 2 2 3 3 2 2 2 2 3 2 3 2 2 2 3 4 3 2 2 5 3 2 3 2
"496" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 2 1 1 2 2 1 1
"497" 0 0 0 1 1 1 3 1 1 3 1 1 1 1 2 1 1 3 2 1 3 1 1 1 1 2 1 2 1 3 1 1
"498" 0 1 0 1 1 1 2 1 1 1 3 1 1 2 2 1 1 1 2 1 1 1 1 1 1 2 1 3 1 2 3 1
"499" 0 0 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1
"500" 0 0 1 2 2 1 3 1 1 2 1 1 3 2 3 1 1 1 2 1 3 1 1 1 2 2 1 3 3 2 1 1
"501" 0 1 0 1 1 1 2 1 1 2 2 1 1 1 1 1 2 1 1 1 3 1 2 1 3 1 1 2 1 1 2 1
"502" 0 0 1 3 3 4 3 3 4 3 3 3 3 3 3 3 4 4 4 3 4 3 3 4 3 4 4 4 4 3 3 3
"503" 1 0 0 1 2 1 2 1 1 2 2 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1
"504" 0 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 3 4 1 3 1 1 1 1 1 2 2 1 1 3 1
"505" 0 0 0 1 1 1 1 2 2 1 3 2 1 1 2 1 1 1 2 1 2 1 3 2 1 3 2 3 2 1 2 2
"506" 0 0 0 1 1 1 2 1 1 1 1 3 1 1 2 1 2 2 2 1 3 1 1 1 2 1 1 1 1 1 3 1
"507" 1 1 0 2 2 1 2 1 2 2 2 1 1 1 2 2 2 2 2 2 2 1 1 1 2 3 2 1 2 2 2 1
"508" 0 0 0 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 2 1 3 2 3 3 1
"509" 0 1 1 2 2 1 2 1 1 2 2 3 2 2 2 3 2 2 2 2 2 2 2 1 1 2 3 4 2 1 2 1
"510" 0 0 0 1 1 1 1 1 2 1 1 1 1 2 2 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1
"511" 0 0 1 3 3 3 3 3 4 3 3 3 3 4 3 4 4 3 4 3 4 3 3 3 3 3 3 3 3 3 3 3
"512" 1 0 1 1 1 1 1 1 1 3 2 3 1 3 2 3 3 1 1 1 2 1 1 1 1 2 1 1 2 2 2 3
"513" 0 0 0 1 2 2 2 1 2 2 1 2 2 1 2 2 2 1 2 1 2 1 2 1 2 2 2 2 2 2 2 2
"514" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"515" 0 0 0 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 1 2 1 1 2 2 1 1
"516" 0 0 1 1 1 1 2 2 1 2 1 3 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 2 2 2 1 2
"517" 0 1 1 2 2 1 4 3 3 3 2 2 2 2 2 3 2 2 2 1 3 1 4 1 3 2 2 2 4 2 4 2
"518" 0 1 0 1 2 1 1 3 1 1 3 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 2 3 2 2 2 1
"519" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 2 1 1 1
"520" 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1
"521" 1 0 0 3 2 2 3 2 2 3 2 4 1 3 3 4 3 2 3 1 4 1 2 3 2 2 3 3 2 3 3 3
"522" 0 1 1 1 1 1 2 1 2 3 1 2 1 1 2 2 2 1 1 1 3 1 1 1 1 2 2 4 4 2 2 1
"523" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"524" 1 1 0 1 2 1 2 1 1 2 2 2 1 3 3 1 1 2 2 1 2 1 2 1 2 2 2 3 2 2 2 2
"525" 0 1 0 1 1 1 2 1 1 2 1 1 1 1 2 2 2 2 3 1 3 2 2 1 2 2 2 2 2 2 3 1
"526" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 2 1
"527" 1 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 2 1 2 1
"528" 0 0 0 2 2 2 3 3 4 4 2 4 1 2 3 3 3 1 4 2 3 3 2 1 3 3 2 3 3 3 4 3
"529" 0 0 0 1 1 1 3 1 1 3 1 1 1 1 3 4 3 1 3 1 3 2 1 3 2 4 3 4 4 2 3 2
"530" 1 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1
"531" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"532" 1 0 0 1 1 1 2 1 1 3 1 1 1 2 1 1 2 1 2 1 2 1 1 1 2 2 2 2 2 1 1 1
"533" 1 0 0 1 1 1 2 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1
"534" 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 2 2 1 2 2 1 1 1
"535" 0 0 0 1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 2 1 4 1 1 1 1 1 2 2 2 1 2 1
"536" 0 1 0 1 1 1 2 1 1 1 2 1 1 1 2 1 2 1 2 1 3 1 1 1 2 3 1 1 1 2 2 1
"537" 1 0 0 1 1 2 1 1 3 2 3 3 1 2 2 3 2 1 4 1 2 3 3 1 3 1 3 4 3 3 3 3
"538" 0 0 0 2 1 1 1 1 1 3 1 1 1 2 2 3 2 1 2 1 1 2 2 3 2 1 2 3 1 2 2 1
"539" 0 1 1 1 1 2 1 1 1 1 3 1 1 1 2 4 1 1 3 1 4 1 3 3 2 3 3 3 4 4 4 1
"540" 1 0 1 1 2 1 3 1 4 2 3 2 2 2 3 1 1 2 3 2 2 2 2 3 2 2 2 3 2 2 3 1
"541" 0 1 0 2 2 3 3 3 3 4 2 1 3 2 5 5 5 2 5 2 5 2 3 1 4 5 3 2 3 5 5 3
"542" 0 1 1 1 1 1 1 1 1 2 1 1 1 1 2 4 1 1 2 1 1 1 1 1 1 2 1 2 2 2 2 1
"543" 1 1 1 2 1 1 2 1 1 2 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 3 2 1 1 1
"544" 0 0 0 3 1 3 4 2 3 2 1 4 3 3 5 4 2 3 3 1 3 4 4 2 3 5 4 5 3 3 3 3
"545" 0 0 0 1 1 1 2 1 1 3 1 1 2 1 1 2 3 1 2 1 2 1 2 2 2 1 2 3 4 2 3 3
"546" 0 1 0 1 1 2 1 1 1 3 1 1 1 1 2 1 1 2 3 1 2 1 1 1 1 2 1 3 3 2 2 1
"547" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1
"548" 0 0 1 3 1 2 3 1 4 4 4 1 2 1 5 4 3 3 3 2 1 2 3 1 2 3 4 5 4 3 4 4
"549" 1 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 1 1
"550" 0 0 1 3 1 2 3 2 3 3 3 3 3 1 2 3 2 3 4 1 3 2 2 3 3 2 4 4 3 3 3 3
"551" 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"552" 0 0 0 4 3 1 3 3 3 4 1 2 3 4 2 4 3 4 3 3 4 2 4 2 3 2 4 4 4 3 3 2
"553" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 2 2 1 1 1 1 1 1
"554" 0 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
"555" 1 0 0 2 2 1 1 1 1 3 1 2 1 2 2 1 2 1 3 1 1 1 1 1 2 2 3 3 2 2 3 2
"556" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"557" 0 1 0 1 1 1 2 2 1 3 3 1 2 1 3 1 3 2 3 1 3 1 2 4 3 2 2 3 3 2 2 2
"558" 0 1 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
"559" 1 0 0 3 2 1 3 2 2 2 3 3 2 1 2 4 3 3 3 1 3 2 2 3 2 3 4 4 3 3 3 2
"560" 0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 3 1 2 1 1 1 1 1 1 2 3 1 1 1
"561" 1 0 1 3 2 3 3 2 2 3 3 3 2 2 3 3 2 2 3 2 3 2 2 2 2 1 3 3 2 3 3 2
"562" 0 1 0 3 3 3 3 2 4 4 1 2 3 3 2 2 2 3 4 3 4 2 3 1 3 3 3 2 3 3 4 3
"563" 1 0 0 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1
"564" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"565" 0 1 0 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 1 1 1 1
"566" 0 0 0 1 1 1 1 1 2 1 5 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 3 2 1 1 1
"567" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"568" 0 1 0 1 1 1 1 1 1 4 1 1 1 1 3 1 3 1 3 1 1 1 1 1 1 3 1 1 4 3 1 1
"569" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"570" 1 1 0 2 2 2 2 2 2 3 2 3 1 2 2 3 2 2 2 1 3 2 2 1 3 2 2 3 3 2 3 2
"571" 1 0 0 1 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1
"572" 1 1 0 2 1 1 3 3 1 2 3 2 2 2 1 1 2 2 2 1 2 2 3 3 2 2 3 2 3 3 3 2
"573" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 2 1 3 1 1 1 3 1 1 3 1 3 1 3 1 1 2 1
"574" 1 1 0 2 1 1 2 2 1 2 2 1 1 2 2 1 2 2 2 1 2 1 2 1 2 2 2 2 2 2 2 2
"575" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"576" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 3 1 1 1 1 1 1 1 3 1 1 1
"577" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 2 1 3 1 2 1 2 1 1 1 1 1 2 2 1 1 1 1
"578" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"579" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1
"580" 0 0 0 1 1 1 1 1 1 1 3 3 3 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"581" 0 0 0 3 1 1 2 1 2 3 1 1 1 1 1 1 2 1 1 1 4 1 1 1 1 2 3 2 4 2 3 1
"582" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"583" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"584" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1
"585" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"586" 0 1 0 4 5 4 4 5 4 4 4 4 4 4 3 4 4 4 4 3 4 5 4 2 4 3 4 2 4 4 4 3
"587" 1 0 1 3 3 3 4 3 3 3 4 2 2 3 3 2 3 2 3 3 3 2 2 3 3 3 3 4 3 3 3 3
"588" 0 0 0 4 4 4 5 4 5 3 4 4 4 3 3 4 3 5 4 3 5 3 5 3 3 5 4 5 4 4 4 3
"589" 1 0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"590" 0 1 0 1 2 2 2 2 2 2 1 1 2 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 2 1 3 1
"591" 0 1 0 1 1 2 1 1 1 2 1 2 1 3 3 5 2 3 2 1 3 1 1 1 2 2 4 4 4 1 3 1
"592" 0 0 1 1 2 1 2 1 1 2 2 3 1 2 2 2 3 3 2 1 1 2 1 1 2 2 2 1 2 2 2 1
"593" 1 0 0 1 1 1 3 1 1 1 1 2 1 3 1 3 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1
"594" 1 1 0 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1
"595" 1 1 0 1 2 1 2 1 1 2 2 1 1 2 2 1 3 1 2 1 2 1 1 1 1 1 2 2 1 2 2 2
"596" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"597" 1 1 0 4 3 3 4 4 4 4 3 3 3 2 3 2 3 3 4 2 3 3 4 4 3 5 4 4 3 4 3 2
"598" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"599" 0 1 0 2 1 1 2 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 2 3 1 1 1 3 1 1 2 1
"600" 1 0 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 1 2 1 2 2 1 1 1 1 2 2 2 2 2 1
"601" 1 1 0 2 1 2 3 1 2 3 1 2 1 2 3 3 2 2 3 1 3 2 2 1 3 4 3 2 2 3 3 2
"602" 0 1 0 1 1 1 1 1 1 1 2 1 1 2 1 1 1 2 1 1 3 1 1 1 1 1 2 2 1 1 1 1
"603" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"604" 1 0 0 2 2 2 2 1 1 3 1 2 2 2 2 3 3 2 3 2 2 2 1 3 2 2 2 3 2 2 2 2
"605" 0 1 0 2 3 2 2 2 2 3 3 3 2 2 2 2 2 3 3 1 2 1 2 1 3 3 3 3 3 2 3 3
"606" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 2 1 1 1 2 2 1 1 1 3 1 1
"607" 1 0 0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 3 2 1 1 1
"608" 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1 3 2 1 1 1 1 1 1 1 3 1 1 4 1 2 1 1
"609" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1
"610" 0 1 0 3 2 3 3 2 4 2 2 4 2 2 3 3 2 3 3 1 3 4 3 2 3 4 3 3 3 3 3 2
